norm i,sigmoid norm i,norm o,sigmoid norm o,norm f,sigmoid norm f,norm cell state,c1,c2,reg_loss1,reg_loss2,loss_
0.6634868383407593,0.6600432395935059,0.7359339594841003,0.6761060953140259,0.8498612642288208,0.7005380392074585,6.038795471191406,0.17417609691619873,5.680734634399414,0.10006646812127662,164.20660818003398,42.18321228027344
0.6614868640899658,0.6595942974090576,0.7339339852333069,0.675667941570282,0.8478612899780273,0.7001183032989502,6.013795852661133,0.17316579818725586,5.646814346313477,0.10403186375804134,168.79786603958527,42.238338470458984
0.6594855189323425,0.6591448187828064,0.7319326400756836,0.6752292513847351,0.8458589911460876,0.6996977925300598,5.988777160644531,0.17215430736541748,5.612919807434082,0.104563660981776,170.04070480639658,42.602447509765625
0.6574831008911133,0.6586948037147522,0.7299302816390991,0.6747899651527405,0.843855619430542,0.6992766261100769,5.963743686676025,0.1711413860321045,5.579055309295654,0.10507239489290064,171.23933826341067,42.357059478759766
0.6554794907569885,0.6582441926002502,0.7279267311096191,0.6743501424789429,0.8418513536453247,0.6988549828529358,5.938690662384033,0.1701279878616333,5.5452165603637695,0.10555925498886051,172.39389762911833,41.829833984375
0.6534744501113892,0.6577929854393005,0.7259218096733093,0.6739096641540527,0.8398449420928955,0.6984325647354126,5.9136152267456055,0.16911303997039795,5.511399269104004,0.1060232022571873,173.50450217156094,41.72797393798828
0.6514678001403809,0.6573411822319031,0.7239152789115906,0.6734686493873596,0.8378347754478455,0.6980090141296387,5.88851261138916,0.16809618473052979,5.477598667144775,0.10646394297809188,174.57123606792277,42.187294006347656
0.6494593024253845,0.6568886041641235,0.7219070196151733,0.6730268597602844,0.8358238339424133,0.6975849270820618,5.863380432128906,0.16707825660705566,5.443809509277344,0.10688253245821765,175.59414758603995,40.957027435302734
0.6474487781524658,0.6564353108406067,0.7198967337608337,0.6725842356681824,0.8338072896003723,0.6971593499183655,5.838213920593262,0.16605782508850098,5.410028457641602,0.10727750815940525,176.573390762278,41.626991271972656
0.6454359889030457,0.6559812426567078,0.7178843021392822,0.6721409559249878,0.831788957118988,0.6967330574989319,5.813009738922119,0.16503584384918213,5.376250267028809,0.10765003771487712,177.50900166523095,41.7335205078125
0.6434208154678345,0.655526340007782,0.7158695459365845,0.6716968417167664,0.829768717288971,0.6963059902191162,5.787764549255371,0.16401255130767822,5.342472076416016,0.10800053937729778,178.401151211855,41.441368103027344
0.641403079032898,0.6550705432891846,0.7138523459434509,0.6712518334388733,0.8277449011802673,0.6958778500556946,5.76247501373291,0.1629871129989624,5.308687686920166,0.10832820459735466,179.24980668568054,41.85655212402344
0.6393826603889465,0.6546139121055603,0.7118325233459473,0.6708059310913086,0.8257198333740234,0.69544917345047,5.737138748168945,0.16196060180664062,5.27489709854126,0.10863436401103015,180.05530015507796,42.135948181152344
0.6373593807220459,0.6541563272476196,0.7098099589347839,0.670359194278717,0.8236942887306213,0.6950199604034424,5.711752891540527,0.16093289852142334,5.241095542907715,0.10891904125440549,180.817678158904,40.52313232421875
0.6353331804275513,0.6536977887153625,0.7077845931053162,0.6699114441871643,0.8216608166694641,0.6945887207984924,5.686314582824707,0.15990161895751953,5.207279682159424,0.10917964696692592,181.53706585360783,40.7066650390625
0.6333039402961731,0.6532381772994995,0.7057563066482544,0.6694627404212952,0.8196225166320801,0.6941561698913574,5.660821437835693,0.15886783599853516,5.173447132110596,0.10941747436185122,182.21364355586292,42.20301818847656
0.6312716007232666,0.6527777314186096,0.7037250399589539,0.6690131425857544,0.817584753036499,0.6937233805656433,5.635272026062012,0.15783345699310303,5.139598369598389,0.10963485452995972,182.84776469560205,40.05280685424805
0.629236102104187,0.6523162126541138,0.7016907334327698,0.6685625314712524,0.8155390620231628,0.6932886242866516,5.609663963317871,0.15679538249969482,5.105728626251221,0.10982840552803763,183.4394635289742,40.62361526489258
0.6271973848342896,0.6518537402153015,0.6996533870697021,0.6681109070777893,0.8134880661964417,0.6928523182868958,5.583995819091797,0.1557544469833374,5.071837902069092,0.10999914442266788,183.9890598339401,41.460968017578125
0.6251554489135742,0.6513901948928833,0.697613000869751,0.6676583290100098,0.8114371299743652,0.6924156546592712,5.558265686035156,0.15471267700195312,5.037923336029053,0.1101495465914452,184.49670007447287,40.72693634033203
0.6231102347373962,0.6509255766868591,0.6955695152282715,0.667204737663269,0.8093808889389038,0.6919775605201721,5.532473087310791,0.15366828441619873,5.003984451293945,0.11027772864250099,184.962674150319,41.54755401611328
0.6210618019104004,0.6504600048065186,0.6935229897499084,0.6667501926422119,0.807324230670929,0.6915389895439148,5.506616592407227,0.15262269973754883,4.970022201538086,0.110385445409687,185.38736220812098,41.31156921386719
0.6190101504325867,0.6499934196472168,0.6914734244346619,0.6662946343421936,0.8052650094032288,0.6910995841026306,5.4806952476501465,0.15157544612884521,4.936034202575684,0.11047231486104978,185.77093946256463,40.5882568359375
0.6169553399085999,0.6495257616043091,0.6894208192825317,0.6658380627632141,0.8031995892524719,0.690658450126648,5.455467224121094,0.15052509307861328,4.902841091156006,0.11053680885196016,186.16489098098913,40.83434295654297
0.6148973703384399,0.649057149887085,0.6873652338981628,0.6653805375099182,0.8011294007301331,0.6902160048484802,5.431258201599121,0.14947223663330078,4.870794296264648,0.11057972256691455,186.59271157805077,40.14617919921875
0.6128361225128174,0.6485874652862549,0.6853066086769104,0.6649219989776611,0.79905104637146,0.6897714734077454,5.40677547454834,0.1484156847000122,4.838493347167969,0.11059981026679822,186.9682308785434,40.45137023925781
