0,1,2,3,4,5
6.7812634,14.72939,0.72379166,0.7950216,0.55149174,0.38391402
4.0116835,17.046015,0.7989345,0.6352665,0.593111,0.33343256
7.445815,11.838978,0.61358774,0.6298242,0.6190088,0.2617575
5.805425,16.467207,0.765126,0.7951492,0.56936365,0.44925585
5.7811995,14.419779,0.6919431,0.5092335,0.63681984,0.2490007
9.480704,11.170027,0.6079568,0.5575275,0.6401111,0.27122858
5.6310368,16.045893,0.8194767,0.560165,0.43581468,0.15631956
8.935425,10.744625,0.65910345,0.6304506,0.5453472,0.21784192
8.244304,10.909042,0.62975365,0.5454357,0.6657379,0.29416978
10.222719,13.090978,0.6879565,0.61393154,0.5279721,0.23484614
2.9707503,17.130816,0.6881631,0.77386355,0.6980695,0.5092319
5.9276047,14.640511,0.65382963,0.5700234,0.7803359,0.53203094
8.085726,14.254512,0.7641562,0.7455047,0.6483651,0.56316996
3.5068746,16.33825,0.7880105,0.71131223,0.5895749,0.36382863
8.11034,9.776285,0.57641083,0.37461367,0.7463966,0.27180082
7.030961,12.233196,0.6812862,0.58212817,0.6044007,0.25240213
3.110888,17.653221,0.788783,0.845107,0.60719013,0.54549277
6.238818,17.66547,0.89439017,0.759876,0.3848852,0.3230758
3.0367148,14.361152,0.5869053,0.6058449,0.8043129,0.47968772
4.118235,17.739883,0.8421057,0.8527576,0.5475724,0.55702937
11.175735,8.46785,0.56870794,0.40173623,0.6445273,0.18289775
5.240899,17.665428,0.8587433,0.7896464,0.49658304,0.4428911
5.6602454,14.659208,0.6644737,0.7535914,0.7204983,0.56274545
6.6436386,11.568213,0.5691798,0.7103834,0.66583693,0.3473186
5.673193,15.109915,0.72904754,0.8131025,0.69067574,0.6299709
6.318643,17.306623,0.8694762,0.685411,0.38252378,0.21913704
10.33577,13.669455,0.8197969,0.6712713,0.58299947,0.48047552
11.390484,10.37903,0.6945502,0.51336145,0.5043854,0.16583565
12.829498,8.273119,0.7305144,0.5052157,0.46763876,0.15754
6.0263157,15.999786,0.7542454,0.5133397,0.5078354,0.15904
9.092589,6.3538513,0.405849,0.32590848,0.77611995,0.20186356
2.5780952,17.23845,0.7421663,0.8616362,0.6534289,0.56732637
5.8005548,8.7001295,0.404445,0.49763158,0.86080825,0.47489196
2.8769624,16.828766,0.6843853,0.81049,0.68803173,0.5138664
5.771754,12.863094,0.6441236,0.6944356,0.6946322,0.42998686
5.0745654,16.326044,0.75236183,0.7821351,0.63161093,0.5023967
5.7100463,17.471045,0.8669859,0.72218674,0.47042793,0.34427595
8.16371,8.118816,0.4693377,0.46357414,0.7458626,0.263748
7.1043415,8.109848,0.41867462,0.50111324,0.8027885,0.35154504
8.584705,15.326302,0.82788706,0.63145924,0.4359668,0.22254911
4.6334686,13.231209,0.61968327,0.54285574,0.7766758,0.43305013
7.572694,5.8946075,0.3154206,0.3733256,0.84273684,0.2912777
4.085617,17.61278,0.820366,0.8322239,0.5880472,0.5459828
5.8432026,15.806257,0.7813337,0.65401846,0.5315545,0.27093565
7.858596,6.7585077,0.3834597,0.5072161,0.80328476,0.34493995
6.5899982,15.29598,0.84364974,0.67468035,0.480562,0.28981817
8.458374,5.855854,0.35455438,0.33843315,0.80522716,0.22958624
7.723355,11.942362,0.6443623,0.30738813,0.5842984,0.102820605
8.017405,10.001798,0.6517815,0.503761,0.7268785,0.38550353
1.7958164,17.652748,0.62515366,0.74051124,0.8234953,0.641274
5.882469,17.810242,0.8917651,0.7467488,0.42354637,0.33093596
11.857077,6.4054213,0.5086517,0.29813346,0.6769844,0.15279347
7.061219,6.109418,0.31111455,0.41273546,0.84100425,0.31324118
2.0807953,16.402632,0.5684806,0.71744484,0.8206596,0.5776843
6.7920294,5.9924436,0.30282372,0.41365585,0.85165036,0.33436537
7.9306355,6.553092,0.37562615,0.39916143,0.7908153,0.2539723
6.222408,15.905666,0.8723046,0.6556342,0.347783,0.14986038
4.1308107,17.307247,0.78558695,0.7862341,0.6741693,0.58741486
6.705867,9.288105,0.34396613,0.56417125,0.865176,0.5355234
7.2014856,5.7958865,0.30555046,0.42847812,0.83599627,0.31689203
