norm i,sigmoid norm i,norm o,sigmoid norm o,norm f,sigmoid norm f,norm cell state,c1,c2,reg_loss1,reg_loss2,loss_
0.5697593688964844,0.6387076377868652,0.5192724466323853,0.6269776225090027,0.672200620174408,0.6619957089424133,5.978009223937988,0.07705223560333252,5.212126731872559,-0.0,10.172073825385723,49.98271179199219
0.5677593946456909,0.6382460594177246,0.517272412776947,0.6265097260475159,0.6742005944252014,0.6624430418014526,5.953009605407715,0.07747006416320801,5.179898738861084,-0.0,9.984925908256344,50.26970672607422
0.5657596588134766,0.6377841830253601,0.5152727961540222,0.6260417103767395,0.6762019395828247,0.6628904938697815,5.928010940551758,0.07788753509521484,5.147724151611328,-0.0,9.900352994217087,49.697227478027344
0.56376051902771,0.637322187423706,0.5132736563682556,0.6255736351013184,0.6782020330429077,0.6633372902870178,5.903017044067383,0.07830357551574707,5.115609645843506,-0.0,9.936759608711498,50.38111114501953
0.5617624521255493,0.6368602514266968,0.5112756490707397,0.6251055002212524,0.680205225944519,0.6637845039367676,5.878031253814697,0.0787198543548584,5.083556652069092,-0.0,9.677928965675449,50.135337829589844
0.5597652792930603,0.636398196220398,0.5092786550521851,0.6246373653411865,0.6822096705436707,0.6642317175865173,5.853052139282227,0.07913565635681152,5.051565647125244,-0.0,9.559980196102686,49.18910217285156
0.5577693581581116,0.6359362602233887,0.5072827339172363,0.6241692900657654,0.6842137575149536,0.6646784543991089,5.828080654144287,0.07955038547515869,5.019639015197754,-0.0,9.409876804430269,50.12651443481445
0.5557748079299927,0.6354743242263794,0.505288302898407,0.6237013339996338,0.6862199902534485,0.6651254892349243,5.803118705749512,0.07996511459350586,4.987777233123779,-0.0,9.306965121647295,49.0473518371582
0.5537818670272827,0.6350125670433044,0.5032954216003418,0.6232334971427917,0.6882242560386658,0.6655717492103577,5.778167724609375,0.08037841320037842,4.955983638763428,-0.0,9.186838658650117,48.60190963745117
0.5517908334732056,0.6345509886741638,0.5013042688369751,0.6227657794952393,0.690224826335907,0.6660169363021851,5.753229141235352,0.08078944683074951,4.924258708953857,-0.0,9.101839092272598,50.260963439941406
0.5498019456863403,0.6340896487236023,0.4993155896663666,0.6222984790802002,0.692232072353363,0.6664632558822632,5.728306293487549,0.08120226860046387,4.892609596252441,-0.0,8.972761389734387,50.708553314208984
0.5478153228759766,0.6336285471916199,0.49732959270477295,0.6218315958976746,0.694248378276825,0.6669113039970398,5.703399181365967,0.08161783218383789,4.861034393310547,-0.0,8.810406141462863,49.869956970214844
0.5458312034606934,0.6331678628921509,0.4953462481498718,0.6213650107383728,0.6962677240371704,0.6673597693443298,5.6785078048706055,0.08203387260437012,4.829535007476807,-0.0,8.731665887540942,48.79171371459961
0.5438497066497803,0.6327074766159058,0.49336546659469604,0.620898962020874,0.6982835531234741,0.6678071022033691,5.65529203414917,0.08244788646697998,4.799812316894531,-0.0,8.588360158744194,49.651390075683594
0.5418710708618164,0.6322475671768188,0.4913874864578247,0.6204332113265991,0.7003006339073181,0.6682544350624084,5.632172584533691,0.08286166191101074,4.770244598388672,-0.0,8.587650423894729,50.034278869628906
0.5398955345153809,0.6317880749702454,0.4894130229949951,0.6199681758880615,0.7023249268531799,0.668703019618988,5.610455513000488,0.08327758312225342,4.7421698570251465,-0.0,8.417479278769122,49.02882766723633
